Audio_name,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Label
A2_8.wav,0.4486255943775177,0.4623047113418579,0.48033472895622253,0.456789493560791,0.4675264060497284,0.42711007595062256,0.4161267578601837,0.48484382033348083,0.5236603617668152,0.5067858695983887,0.49504899978637695,0.45330122113227844,True
A14_68.wav,0.37943026423454285,0.3932904303073883,0.3939559757709503,0.38596588373184204,0.3501073122024536,0.3766487240791321,0.3823300898075104,0.4110672175884247,0.41706234216690063,0.41128504276275635,0.4148235619068146,0.4205063581466675,True
A34_125.wav,0.3444007933139801,0.3397304117679596,0.36408326029777527,0.36931148171424866,0.34474432468414307,0.30914735794067383,0.30226632952690125,0.3706079125404358,0.4722776412963867,0.46696144342422485,0.40399593114852905,0.3747800886631012,True
A13_166.wav,0.44709205627441406,0.47349879145622253,0.4448501467704773,0.43915465474128723,0.38108012080192566,0.4374745488166809,0.41391295194625854,0.3459222912788391,0.3291458785533905,0.31752297282218933,0.3500477075576782,0.39076775312423706,True
A23_11.wav,0.4076368808746338,0.40508759021759033,0.3544486165046692,0.30115702748298645,0.247014120221138,0.22702661156654358,0.26399317383766174,0.30943262577056885,0.37602660059928894,0.36321425437927246,0.38168519735336304,0.4399217665195465,True
A14_81.wav,0.3679131865501404,0.34260377287864685,0.30224934220314026,0.29557719826698303,0.34098944067955017,0.3957247734069824,0.39155352115631104,0.38128039240837097,0.37655511498451233,0.40369826555252075,0.4149318337440491,0.40066906809806824,True
A34_242.wav,0.3662131130695343,0.35524389147758484,0.39626020193099976,0.44107770919799805,0.36725229024887085,0.2702016532421112,0.3236078917980194,0.37371352314949036,0.34184932708740234,0.32901081442832947,0.3843413293361664,0.43863826990127563,True
A13_75.wav,0.4187968671321869,0.44364163279533386,0.44487953186035156,0.40849506855010986,0.40915441513061523,0.4061965048313141,0.420338898897171,0.4064984917640686,0.37688779830932617,0.3167683482170105,0.3401462733745575,0.3987378180027008,True
A13_41.wav,0.3276675045490265,0.3825201392173767,0.33985722064971924,0.34048300981521606,0.3335441052913666,0.286737322807312,0.3229759931564331,0.2964775562286377,0.32790136337280273,0.3620525002479553,0.34265971183776855,0.3038017153739929,True
A23_31.wav,0.4185100793838501,0.41822129487991333,0.3683716952800751,0.30445703864097595,0.2748475670814514,0.22767145931720734,0.1938912570476532,0.29493948817253113,0.3051939308643341,0.3448285758495331,0.3569747507572174,0.3979337811470032,True
A13_55.wav,0.39113470911979675,0.3994450569152832,0.400240421295166,0.35790008306503296,0.37285953760147095,0.3874010741710663,0.4275335371494293,0.42051762342453003,0.3976232409477234,0.34579548239707947,0.35228240489959717,0.37001925706863403,True
A7_153.wav,0.47363775968551636,0.4821465015411377,0.4718620181083679,0.4701516926288605,0.4727354645729065,0.4754636883735657,0.4925069808959961,0.4995782971382141,0.4989686906337738,0.49392667412757874,0.47201645374298096,0.4595367908477783,True
A23_194.wav,0.4386442303657532,0.3872256577014923,0.4121238887310028,0.3590914309024811,0.2799426317214966,0.27407407760620117,0.26898184418678284,0.29194262623786926,0.34927740693092346,0.4126676023006439,0.45755842328071594,0.5016730427742004,True
A36_216.wav,0.33865803480148315,0.4079364538192749,0.3978864848613739,0.3394305109977722,0.3101826608181,0.33075785636901855,0.3720570206642151,0.37294095754623413,0.3946763873100281,0.42506852746009827,0.4215579628944397,0.37843313813209534,True
A34_118.wav,0.3674931526184082,0.36222997307777405,0.3988662362098694,0.40247541666030884,0.4146105647087097,0.3593035936355591,0.33758583664894104,0.38697317242622375,0.41572827100753784,0.40897175669670105,0.3948589265346527,0.4192800521850586,True
A6_18.wav,0.43039295077323914,0.47438374161720276,0.5079355835914612,0.5268692970275879,0.5416464805603027,0.4852162003517151,0.47063884139060974,0.4457939863204956,0.42976492643356323,0.4485366940498352,0.46147340536117554,0.46401068568229675,True
A22_22.wav,0.3838655352592468,0.3985915780067444,0.3679746687412262,0.3548445701599121,0.35536691546440125,0.33507072925567627,0.31861111521720886,0.3468373417854309,0.38607093691825867,0.3696523904800415,0.34581372141838074,0.345756471157074,True
A11_76.wav,0.3427729904651642,0.33980002999305725,0.4129106402397156,0.4176356792449951,0.3569949269294739,0.31448453664779663,0.3359054923057556,0.34840962290763855,0.3098750710487366,0.327435702085495,0.3695217967033386,0.3372439742088318,True
A13_210.wav,0.4652118384838104,0.4395463466644287,0.46830764412879944,0.4067763090133667,0.3926904499530792,0.4522934556007385,0.4541175067424774,0.4305916726589203,0.4039313793182373,0.4082918167114258,0.42499497532844543,0.4415370523929596,True
A11_211.wav,0.31230607628822327,0.31120580434799194,0.2738708257675171,0.3135490417480469,0.3335016667842865,0.35648852586746216,0.36325111985206604,0.3241136372089386,0.30149325728416443,0.3304579555988312,0.3756859004497528,0.35383257269859314,True
A22_194.wav,0.5010361075401306,0.40103986859321594,0.3784177601337433,0.40143468976020813,0.32637128233909607,0.37163034081459045,0.39422109723091125,0.28974080085754395,0.3151799738407135,0.3079320788383484,0.3305243253707886,0.5111084580421448,True
A34_157.wav,0.3747239112854004,0.3759787380695343,0.344735711812973,0.3181454837322235,0.296002596616745,0.3136999011039734,0.3350979685783386,0.34497085213661194,0.39596909284591675,0.41500020027160645,0.4245401918888092,0.3925507962703705,True
A22_166.wav,0.45750752091407776,0.45610713958740234,0.4282747805118561,0.44258472323417664,0.37843963503837585,0.3848095238208771,0.35146015882492065,0.32225656509399414,0.3071611523628235,0.31157952547073364,0.3817625343799591,0.4396067261695862,True
A36_244.wav,0.3533278703689575,0.39741483330726624,0.3868706524372101,0.37265104055404663,0.3567195534706116,0.4607895314693451,0.4615917205810547,0.40846964716911316,0.40774813294410706,0.3836834728717804,0.39919859170913696,0.39515021443367004,True
A34_109.wav,0.4164472222328186,0.38776567578315735,0.3748541474342346,0.40260717272758484,0.40515798330307007,0.41405364871025085,0.4001234471797943,0.4391252100467682,0.5237663388252258,0.49717193841934204,0.44965657591819763,0.4330865740776062,True
A6_185.wav,0.4485430121421814,0.48605334758758545,0.5547138452529907,0.5820493102073669,0.4855818450450897,0.5050022006034851,0.507724404335022,0.47584205865859985,0.45593154430389404,0.4646422266960144,0.48254185914993286,0.45937684178352356,True
A19_195.wav,0.432117223739624,0.40808603167533875,0.40833860635757446,0.42221617698669434,0.3485426604747772,0.3190373480319977,0.3350410759449005,0.3768777549266815,0.357121080160141,0.34311243891716003,0.3523842990398407,0.45833608508110046,True
A12_136.wav,0.41412004828453064,0.4028076231479645,0.3921797275543213,0.4051840007305145,0.37241294980049133,0.3305732309818268,0.3294668197631836,0.3683176636695862,0.37382936477661133,0.3685152530670166,0.39371350407600403,0.4294843077659607,True
A2_50.wav,0.4063287377357483,0.42046311497688293,0.38672369718551636,0.3542287051677704,0.36037299036979675,0.38712140917778015,0.44047924876213074,0.4995315670967102,0.5170584917068481,0.5011019110679626,0.4730408787727356,0.43213513493537903,True
A6_218.wav,0.42699170112609863,0.41427168250083923,0.42860886454582214,0.4730082154273987,0.491847962141037,0.5058594346046448,0.471672922372818,0.4404095709323883,0.4257618486881256,0.42392194271087646,0.4061301648616791,0.41255852580070496,True
A36_100.wav,0.4104869067668915,0.4363148808479309,0.41934892535209656,0.3314663767814636,0.30432432889938354,0.3135279417037964,0.3811100721359253,0.4412305951118469,0.3994917571544647,0.3574409484863281,0.3689480125904083,0.3681870996952057,True
A6_87.wav,0.48751282691955566,0.4764123558998108,0.4875500500202179,0.505720853805542,0.49974703788757324,0.48923757672309875,0.4734780192375183,0.4892333149909973,0.4756275713443756,0.4764776825904846,0.5279574990272522,0.48930439352989197,True
A12_110.wav,0.389615535736084,0.36901476979255676,0.3858639895915985,0.42435920238494873,0.4219554662704468,0.39478904008865356,0.40089136362075806,0.3843880891799927,0.3952160179615021,0.37266868352890015,0.3800196349620819,0.41347837448120117,True
