Audio_name,ZCR_1,Label
A4_189.wav,0.07496000954468326,True
A14_52.wav,0.05487207366838488,True
A22_31.wav,0.04660510614451477,True
A13_93.wav,0.05882839316361556,True
A6_212.wav,0.10110920463395638,True
A11_71.wav,0.08359153053977272,True
A6_139.wav,0.08197671469155844,True
A2_205.wav,0.03500639386189258,True
A4_223.wav,0.08868877704326923,True
A13_137.wav,0.0576085996388191,True
A13_54.wav,0.05862547128770302,True
A13_92.wav,0.07296959688346884,True
A22_98.wav,0.04234628458969466,True
A2_248.wav,0.029565243320610685,True
A2_229.wav,0.038970371462264154,True
A7_176.wav,0.043384083207831325,True
A22_113.wav,0.03499827665441176,True
A23_31.wav,0.05317333491161616,True
A12_73.wav,0.05443948412698413,True
A19_119.wav,0.08363111091382576,True
A22_227.wav,0.07758246527777778,True
A22_160.wav,0.07533390761462883,True
A34_189.wav,0.08848013528963415,True
A32_74.wav,0.1100486344723796,True
A23_23.wav,0.05241356660634744,True
A32_48.wav,0.13951583716054314,True
A22_41.wav,0.04663312693498452,True
A34_198.wav,0.09665643601190477,True
A32_59.wav,0.11027298850574713,True
A22_74.wav,0.04640718562874251,True
A2_97.wav,0.052464535361842105,True
A22_125.wav,0.0848696930239899,True
A32_109.wav,0.11128280548278444,True
A6_28.wav,0.061371859096692113,True
A32_22.wav,0.11042927304376658,True
A23_194.wav,0.0621207005607221,True
A34_39.wav,0.11978117952641752,True
A6_207.wav,0.08641801019562334,True
A6_96.wav,0.07677941388248848,True
A19_234.wav,0.07151182675691244,True
A14_160.wav,0.04699932253228782,True
A36_181.wav,0.08995550096649485,True
A23_171.wav,0.05947223891559829,True
A23_2.wav,0.05854467018363402,True
A34_214.wav,0.0784177288083538,True
A11_89.wav,0.0824906046356635,True
A13_127.wav,0.07201669730392157,True
A23_25.wav,0.058408665835411475,True
A32_178.wav,0.11371619956007281,True
A2_83.wav,0.05680271836577869,True
A23_150.wav,0.050137233962829736,True
A2_2.wav,0.08460605267396908,True
A14_83.wav,0.050963245738636365,True
A34_87.wav,0.12017431532836645,True
A2_42.wav,0.04867973823051948,True
A14_33.wav,0.053158049061704835,True
A32_143.wav,0.09980380373303167,True
A14_180.wav,0.05638606039325843,True
A32_94.wav,0.122053713703966,True
A14_150.wav,0.0479497157283715,True
A11_50.wav,0.07958767361111112,True
A23_185.wav,0.0626423131281407,True
A2_74.wav,0.04802475150171625,True
A19_32.wav,0.088228759765625,True
A22_12.wav,0.04694000338622291,True
A19_100.wav,0.08637901628521127,True
A7_185.wav,0.043224754235933506,True
A33_25.wav,0.09283692560579196,True
A2_171.wav,0.037052655460858584,True
A32_108.wav,0.12054385230654761,True
A32_183.wav,0.12416803103644647,True
A4_1.wav,0.07975829012008734,True
A23_173.wav,0.05128444060114504,True
A34_219.wav,0.08014278927364865,True
A2_209.wav,0.037428544207317074,True
A32_237.wav,0.13013792573735955,True
A7_152.wav,0.04836559116054614,True
A34_4.wav,0.09465928819444444,True
A6_34.wav,0.0852952298527944,True
A34_249.wav,0.0893791257873062,True
A11_136.wav,0.08721252597506395,True
A14_194.wav,0.06409856392634855,True
A22_117.wav,0.045031601123595506,True
A32_82.wav,0.11571078314969604,True
A13_236.wav,0.05588097205528846,True
A19_120.wav,0.07708312599522293,True
A13_71.wav,0.06254356412639406,True
A14_141.wav,0.05594404648545706,True
A2_172.wav,0.041489753170289856,True
A2_140.wav,0.04652032804726368,True
A4_151.wav,0.09847726584141274,True
A12_131.wav,0.0789249232881137,True
A22_54.wav,0.04248993680747922,True
A33_94.wav,0.07824295558286516,True
A32_140.wav,0.124951171875,True
A2_194.wav,0.04004716675311203,True
A11_166.wav,0.09873715753424657,True
A12_102.wav,0.05249829338592233,True
A36_134.wav,0.09752732180477527,True
A14_85.wav,0.050461705251079916,True
A14_107.wav,0.0558873928014553,True
A6_122.wav,0.08059765625,True
A34_231.wav,0.09245538274082568,True
A6_224.wav,0.0928046875,True
A4_150.wav,0.06474286162825059,True
A4_194.wav,0.08419578662817029,True
A23_10.wav,0.05226048752834467,True
A34_238.wav,0.09413166962336245,True
A33_1.wav,0.08722274604885058,True
A36_183.wav,0.10095016891891892,True
A23_237.wav,0.06548027519707207,True
A19_34.wav,0.09322171251313026,True
A23_215.wav,0.06456261074420103,True
A36_21.wav,0.11845938441265061,True
A12_35.wav,0.04925265842013889,True
A23_55.wav,0.054812047101449275,True
A12_106.wav,0.05970791903409091,True
A32_95.wav,0.11305893200069832,True
