Audio_name,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6,Label
A6_14.wav,-0.011738840285656662,-0.000773639203606434,-0.02456652692355819,0.0006721497540928235,0.004621448258146374,0.000991425499774064,True
A11_126.wav,6.246092598213953e-05,0.00030254693617336463,-0.028395324923038638,0.012753746041499682,0.002402352616337441,0.005401826117506511,True
A34_60.wav,-0.003853060717252071,0.008603164757497091,-0.006281854072205547,0.016526685682523322,0.009225442752270642,0.0018656020958677528,True
A34_40.wav,-0.0022772186339458864,0.011480075996407019,-0.014713134749018754,0.02113195274204699,-0.0018556372686777635,-0.0020834251306950636,True
A4_46.wav,-0.005667489110266994,0.004486090184724369,-0.011037418339213064,0.00337390261409384,0.010062924885087674,0.006781148376192695,True
A22_78.wav,-0.013662610993659745,0.003041786151801957,-0.019620479192271084,0.008275672988629067,0.001737067732049195,-0.009334386928366042,True
A13_192.wav,-0.012214098747533866,0.007616447127570336,-0.014600046947952914,0.001864710386903979,0.002688672194269921,0.006178893438140023,True
A12_126.wav,-0.006109492670184594,0.01608094795764434,-0.02167367351806802,0.0018449734535904662,0.005480690389235968,-0.003952654893851398,True
A34_64.wav,-0.0009858082611414283,0.006985877394788742,-0.022078053688243386,0.010875623794042867,0.0034587388359329134,0.008474244440278644,True
A23_54.wav,0.008430007418840495,0.004641127695531585,-0.024360538075637896,-0.0006186951149781744,0.000883372646936186,-0.004012466796363354,True
A4_78.wav,-0.019802224059076074,0.017130748183336413,-0.0016040693662791835,0.015220091000327677,0.012167798817625086,0.013333185608086412,True
A11_153.wav,0.0022201222693295874,0.006644895005215854,-0.0012055184654519617,0.011500701375982596,0.006234382671220517,0.004801615210005469,True
A6_41.wav,-0.0035387331249410806,-0.0070421043661840575,-0.02280151625662389,-0.019818282552433543,0.002311305820696249,0.008461272078943167,True
A32_140.wav,-0.0019946779390631725,0.01136971444753832,-0.019642052225965,0.016901136496054882,0.001486153896790578,-0.005944744706472455,True
A34_178.wav,0.005381914347682194,-0.002338388208757352,-0.0015393039338906292,-0.0042652702842427255,0.006795721935067203,-0.00020471095594862748,True
A13_71.wav,-0.006700533890433999,0.0025259397153057075,-0.026685335569527263,-0.008650750477476755,0.0071467940166993205,0.006491097974327863,True
A23_67.wav,0.006734311193232696,0.008301302513797114,-0.034982105457829,-0.01008136219887556,0.0035481360689255115,0.004757900740927329,True
