Audio_name,mel-spec_1,mel-spec_2,mel-spec_3,mel-spec_4,mel-spec_5,mel-spec_6,mel-spec_7,mel-spec_8,mel-spec_9,mel-spec_10,mel-spec_11,mel-spec_12,mel-spec_13,mel-spec_14,mel-spec_15,mel-spec_16,mel-spec_17,mel-spec_18,mel-spec_19,mel-spec_20,mel-spec_21,mel-spec_22,mel-spec_23,mel-spec_24,mel-spec_25,mel-spec_26,mel-spec_27,mel-spec_28,mel-spec_29,mel-spec_30,mel-spec_31,mel-spec_32,mel-spec_33,mel-spec_34,mel-spec_35,mel-spec_36,mel-spec_37,mel-spec_38,mel-spec_39,mel-spec_40,mel-spec_41,mel-spec_42,mel-spec_43,mel-spec_44,mel-spec_45,mel-spec_46,mel-spec_47,mel-spec_48,mel-spec_49,mel-spec_50,mel-spec_51,mel-spec_52,mel-spec_53,mel-spec_54,mel-spec_55,mel-spec_56,mel-spec_57,mel-spec_58,mel-spec_59,mel-spec_60,mel-spec_61,mel-spec_62,mel-spec_63,mel-spec_64,mel-spec_65,mel-spec_66,mel-spec_67,mel-spec_68,mel-spec_69,mel-spec_70,mel-spec_71,mel-spec_72,mel-spec_73,mel-spec_74,mel-spec_75,mel-spec_76,mel-spec_77,mel-spec_78,mel-spec_79,mel-spec_80,mel-spec_81,mel-spec_82,mel-spec_83,mel-spec_84,mel-spec_85,mel-spec_86,mel-spec_87,mel-spec_88,mel-spec_89,mel-spec_90,mel-spec_91,mel-spec_92,mel-spec_93,mel-spec_94,mel-spec_95,mel-spec_96,mel-spec_97,mel-spec_98,mel-spec_99,mel-spec_100,mel-spec_101,mel-spec_102,mel-spec_103,mel-spec_104,mel-spec_105,mel-spec_106,mel-spec_107,mel-spec_108,mel-spec_109,mel-spec_110,mel-spec_111,mel-spec_112,mel-spec_113,mel-spec_114,mel-spec_115,mel-spec_116,mel-spec_117,mel-spec_118,mel-spec_119,mel-spec_120,mel-spec_121,mel-spec_122,mel-spec_123,mel-spec_124,mel-spec_125,mel-spec_126,mel-spec_127,mel-spec_128,Label
bonafide_LA_T_8639914.flac,-47.31680679321289,-29.731149673461914,-13.282448768615723,-8.983654022216797,-11.720314979553223,-18.093551635742188,-20.970048904418945,-21.081613540649414,-22.114572525024414,-24.787485122680664,-26.802627563476562,-26.018835067749023,-24.4905948638916,-23.72991371154785,-22.516206741333008,-22.517906188964844,-22.044239044189453,-21.505695343017578,-21.953710556030273,-22.525869369506836,-24.396333694458008,-25.094249725341797,-26.46204376220703,-29.21573829650879,-31.267852783203125,-32.040225982666016,-30.954591751098633,-30.974353790283203,-32.95024871826172,-35.56355285644531,-36.12922668457031,-35.967071533203125,-34.578128814697266,-34.11958694458008,-33.252471923828125,-33.603885650634766,-33.57785415649414,-33.82255172729492,-34.87466049194336,-35.0180778503418,-34.477630615234375,-33.65609359741211,-34.35414123535156,-34.95542526245117,-34.9972038269043,-34.50038146972656,-33.43695068359375,-33.66407775878906,-34.66917419433594,-34.30112075805664,-33.986881256103516,-34.28474044799805,-34.4881477355957,-36.0565185546875,-37.34169006347656,-36.25629425048828,-36.06515121459961,-36.152854919433594,-35.7670783996582,-34.54111862182617,-34.98373031616211,-35.814170837402344,-34.740081787109375,-33.446128845214844,-34.22507858276367,-33.8970832824707,-33.526058197021484,-35.28835678100586,-35.814449310302734,-35.4065055847168,-37.230438232421875,-37.82984161376953,-38.280155181884766,-39.50408935546875,-38.2208137512207,-38.867034912109375,-38.8918342590332,-38.869842529296875,-39.22380828857422,-38.39797592163086,-37.674808502197266,-36.42518615722656,-35.799720764160156,-35.434024810791016,-35.8170280456543,-35.31232452392578,-35.71944046020508,-35.50537872314453,-36.23846435546875,-36.801597595214844,-37.190162658691406,-38.08130645751953,-38.477542877197266,-39.86801528930664,-40.61881637573242,-40.514122009277344,-41.06197738647461,-42.45488739013672,-43.86591339111328,-44.25949478149414,-44.502166748046875,-44.66584777832031,-44.33429718017578,-44.40690994262695,-44.592044830322266,-44.29732894897461,-44.417030334472656,-44.489471435546875,-43.82373809814453,-43.831356048583984,-44.246829986572266,-44.04704666137695,-44.735076904296875,-44.855377197265625,-45.85682678222656,-48.1829948425293,-49.106895446777344,-49.106895446777344,-49.106895446777344,-49.106895446777344,-49.106895446777344,-49.106895446777344,-49.106895446777344,-49.106895446777344,-49.106895446777344,-49.106895446777344,-49.106895446777344,-49.106895446777344,True
bonafide_LA_T_5846701.flac,-45.99139404296875,-28.479961395263672,-13.231330871582031,-12.505990982055664,-15.811846733093262,-19.384838104248047,-16.277616500854492,-13.621654510498047,-13.619929313659668,-15.170941352844238,-15.81547737121582,-17.384950637817383,-20.267139434814453,-22.30290985107422,-21.135570526123047,-20.26083755493164,-19.483423233032227,-20.1563777923584,-21.743810653686523,-22.77428436279297,-24.021446228027344,-24.59154510498047,-23.908872604370117,-24.286914825439453,-25.15667152404785,-26.767757415771484,-26.073144912719727,-27.90602684020996,-29.660259246826172,-28.90016746520996,-25.368785858154297,-28.37693977355957,-29.80095100402832,-30.109676361083984,-30.324453353881836,-31.849632263183594,-31.975357055664062,-31.725210189819336,-30.48764991760254,-29.692800521850586,-30.071311950683594,-29.68246078491211,-30.144989013671875,-29.930458068847656,-29.720155715942383,-29.97107696533203,-29.845123291015625,-29.968019485473633,-29.341333389282227,-29.29888916015625,-29.879871368408203,-30.579986572265625,-31.997787475585938,-32.03007125854492,-30.927934646606445,-30.366676330566406,-30.329788208007812,-31.21087074279785,-31.944608688354492,-32.77606964111328,-32.6397705078125,-31.443544387817383,-31.950166702270508,-31.577213287353516,-30.5567626953125,-29.764787673950195,-30.053077697753906,-30.44776153564453,-30.246360778808594,-30.816932678222656,-30.88877296447754,-30.720876693725586,-30.518095016479492,-30.80588150024414,-30.756071090698242,-31.092605590820312,-32.10190963745117,-31.48796844482422,-30.812477111816406,-30.488630294799805,-30.881099700927734,-31.527318954467773,-32.112396240234375,-32.73467254638672,-33.36357498168945,-33.12833786010742,-33.24485778808594,-33.70857620239258,-34.078338623046875,-33.90481185913086,-33.33807373046875,-33.70810317993164,-34.09535598754883,-34.10161209106445,-35.41641616821289,-36.50106430053711,-37.51029586791992,-37.61055374145508,-37.78659439086914,-38.18870544433594,-37.79684829711914,-37.09706497192383,-35.83303451538086,-36.02322769165039,-36.955467224121094,-37.21879577636719,-37.968387603759766,-38.734352111816406,-39.32680130004883,-38.92725372314453,-38.63924026489258,-38.95952606201172,-39.29390335083008,-39.25587463378906,-40.25950241088867,-43.26897430419922,-46.033058166503906,-46.033058166503906,-46.033058166503906,-46.033058166503906,-46.033058166503906,-46.033058166503906,-46.033058166503906,-46.033058166503906,-46.033058166503906,-46.033058166503906,-46.033058166503906,-46.033058166503906,True
bonafide_LA_D_8288732.flac,-45.846595764160156,-26.36803436279297,-10.090438842773438,-3.1026673316955566,-4.5132246017456055,-13.805827140808105,-17.774330139160156,-15.661645889282227,-14.15513801574707,-14.655588150024414,-18.1240234375,-20.373069763183594,-18.137537002563477,-16.698028564453125,-16.66754150390625,-20.27106285095215,-23.035446166992188,-22.601987838745117,-21.289793014526367,-20.879791259765625,-22.3212890625,-23.32487678527832,-23.918670654296875,-25.529041290283203,-26.9570255279541,-28.775808334350586,-28.72838020324707,-28.703227996826172,-30.18825912475586,-31.02965545654297,-30.11124610900879,-30.133533477783203,-29.68548583984375,-30.412012100219727,-29.5830135345459,-31.51296043395996,-32.25978469848633,-30.933361053466797,-30.071321487426758,-29.493701934814453,-30.63609504699707,-31.644855499267578,-31.57465362548828,-30.6484317779541,-30.119443893432617,-29.71848487854004,-29.662979125976562,-29.298606872558594,-28.50992774963379,-28.49677276611328,-29.490196228027344,-30.43397331237793,-30.21077537536621,-30.065793991088867,-30.97418785095215,-31.795291900634766,-31.415447235107422,-31.118539810180664,-32.14324951171875,-32.868595123291016,-32.53553771972656,-32.09272766113281,-33.439422607421875,-31.86149024963379,-32.0486946105957,-33.33958435058594,-33.42547607421875,-33.871559143066406,-34.374412536621094,-33.8211784362793,-33.46718215942383,-34.75539016723633,-34.010231018066406,-35.22953796386719,-34.342803955078125,-35.89535140991211,-36.34831619262695,-36.58549499511719,-36.60363006591797,-36.45111083984375,-35.758872985839844,-35.126495361328125,-35.323368072509766,-35.224178314208984,-34.08906555175781,-32.77824401855469,-31.374435424804688,-30.877676010131836,-30.548622131347656,-31.911914825439453,-33.54765319824219,-34.07114791870117,-35.322479248046875,-37.084556579589844,-38.042091369628906,-40.094974517822266,-40.4034538269043,-40.4922981262207,-40.85444641113281,-41.840049743652344,-42.287471771240234,-42.14931869506836,-40.872344970703125,-40.51436233520508,-40.839324951171875,-40.96477127075195,-40.30393600463867,-41.16748809814453,-40.853084564208984,-39.81777572631836,-40.44606399536133,-40.95155715942383,-41.481414794921875,-43.18124771118164,-44.3558464050293,-47.26926803588867,-49.13894271850586,-49.13894271850586,-49.13894271850586,-49.13894271850586,-49.13894271850586,-49.13894271850586,-49.13894271850586,-49.13894271850586,-49.13894271850586,-49.13894271850586,-49.13894271850586,-49.13894271850586,True
bonafide_LA_T_3643681.flac,-46.0261116027832,-29.828388214111328,-14.407537460327148,-12.461753845214844,-12.263486862182617,-5.436468601226807,-0.48523375391960144,-3.192009925842285,-13.022579193115234,-16.2744197845459,-17.67401123046875,-15.105818748474121,-10.613147735595703,-7.86121129989624,-9.6897611618042,-16.74365997314453,-21.71419334411621,-22.376094818115234,-20.70210838317871,-16.56178092956543,-13.451825141906738,-12.915432929992676,-14.84323787689209,-18.340309143066406,-20.438846588134766,-20.928129196166992,-18.261892318725586,-16.654254913330078,-17.21098518371582,-17.839067459106445,-20.154438018798828,-21.29405975341797,-21.22026252746582,-20.40367889404297,-19.303306579589844,-19.9735050201416,-20.690814971923828,-21.79857635498047,-23.192668914794922,-23.504657745361328,-23.00729751586914,-21.289552688598633,-21.00433349609375,-21.750877380371094,-22.728336334228516,-24.12177276611328,-26.013721466064453,-24.14007568359375,-23.21884536743164,-24.03301429748535,-25.77737045288086,-24.27461814880371,-22.6313533782959,-21.972267150878906,-23.3784236907959,-24.884607315063477,-24.51777458190918,-23.817298889160156,-23.691246032714844,-25.440345764160156,-24.54037857055664,-23.044239044189453,-23.154333114624023,-23.548076629638672,-21.992660522460938,-22.94563102722168,-24.639753341674805,-24.10301399230957,-24.096378326416016,-24.98296546936035,-23.945056915283203,-25.197107315063477,-26.01274299621582,-24.339475631713867,-25.40896987915039,-23.926380157470703,-23.617807388305664,-24.45477867126465,-23.31134033203125,-23.74251365661621,-24.598644256591797,-25.76169204711914,-26.893281936645508,-27.315078735351562,-27.099206924438477,-27.31791877746582,-27.345829010009766,-27.87134552001953,-27.273670196533203,-27.56563949584961,-28.119470596313477,-28.73095703125,-29.5385799407959,-32.3665771484375,-35.19042205810547,-35.19742965698242,-34.304542541503906,-35.87823486328125,-36.924190521240234,-37.64145278930664,-37.011173248291016,-37.07835388183594,-35.707069396972656,-34.393550872802734,-33.710445404052734,-31.691064834594727,-32.05904006958008,-33.0695915222168,-33.61835861206055,-33.98555374145508,-33.616172790527344,-32.4981689453125,-32.33950424194336,-34.258888244628906,-37.97198486328125,-43.404903411865234,-46.20740509033203,-46.20740509033203,-46.20740509033203,-46.20740509033203,-46.20740509033203,-46.20740509033203,-46.20740509033203,-46.20740509033203,-46.20740509033203,-46.20740509033203,-46.20740509033203,-46.20740509033203,True
bonafide_LA_E_7218987.flac,-50.150028228759766,-40.6425895690918,-25.47492027282715,-24.467145919799805,-26.179128646850586,-25.007909774780273,-20.41746711730957,-17.957674026489258,-20.47676658630371,-23.775562286376953,-28.987581253051758,-31.147594451904297,-30.849395751953125,-29.59576416015625,-25.01906967163086,-22.038606643676758,-21.237890243530273,-22.55661392211914,-26.132966995239258,-29.077800750732422,-29.761980056762695,-29.13567543029785,-27.292699813842773,-25.776657104492188,-25.062715530395508,-26.504074096679688,-28.977195739746094,-32.28944396972656,-34.20784378051758,-34.1984977722168,-32.95249938964844,-32.224586486816406,-31.63688087463379,-31.307537078857422,-30.5411319732666,-30.047378540039062,-30.2114315032959,-31.120685577392578,-31.067413330078125,-30.019695281982422,-29.586467742919922,-31.194461822509766,-32.4127082824707,-31.6960506439209,-31.154056549072266,-31.84926414489746,-32.08003234863281,-31.761484146118164,-33.37818145751953,-35.37481689453125,-35.182395935058594,-34.368690490722656,-33.61058807373047,-32.760772705078125,-32.85602569580078,-34.29094696044922,-35.645294189453125,-36.756473541259766,-35.518592834472656,-33.95555877685547,-33.59197235107422,-33.32048034667969,-33.437992095947266,-33.723384857177734,-34.852561950683594,-33.437767028808594,-32.58640670776367,-34.0713996887207,-36.16979217529297,-36.79442596435547,-34.22686767578125,-34.19908142089844,-35.953128814697266,-36.29197692871094,-38.05339431762695,-37.784664154052734,-36.843509674072266,-36.234737396240234,-36.288082122802734,-34.409889221191406,-34.637481689453125,-36.26385498046875,-36.06929397583008,-34.7049560546875,-35.51519012451172,-36.5366096496582,-36.699867248535156,-37.02021408081055,-37.992530822753906,-35.9976921081543,-35.65167999267578,-37.42063522338867,-36.131874084472656,-37.18808364868164,-36.93903350830078,-38.24322509765625,-39.14924240112305,-37.65958786010742,-38.18342208862305,-38.03303527832031,-38.819820404052734,-39.691932678222656,-40.80500030517578,-43.08209991455078,-44.204444885253906,-45.37565231323242,-45.57081985473633,-45.67848205566406,-46.27866744995117,-46.413841247558594,-46.593265533447266,-46.90506362915039,-46.85096740722656,-47.268699645996094,-48.37970733642578,-50.0630989074707,-50.23548889160156,-50.23548889160156,-50.23548889160156,-50.23548889160156,-50.23548889160156,-50.23548889160156,-50.23548889160156,-50.23548889160156,-50.23548889160156,-50.23548889160156,-50.23548889160156,-50.23548889160156,True
bonafide_LA_T_5702907.flac,-48.266761779785156,-27.692415237426758,-12.448263168334961,-9.640656471252441,-6.505715370178223,-8.368853569030762,-10.277791976928711,-15.081535339355469,-17.868330001831055,-18.52318572998047,-17.400959014892578,-15.463696479797363,-15.944842338562012,-17.685260772705078,-18.75142478942871,-19.437211990356445,-19.91370964050293,-18.369144439697266,-18.209203720092773,-18.51251220703125,-20.09954261779785,-22.6354923248291,-24.21722984313965,-27.124364852905273,-29.020660400390625,-27.749940872192383,-26.41715431213379,-27.14173126220703,-28.21699333190918,-29.213504791259766,-28.315176010131836,-28.15435791015625,-27.856277465820312,-29.278060913085938,-28.865110397338867,-29.032011032104492,-28.16618537902832,-27.83371925354004,-28.347890853881836,-28.81218910217285,-28.960861206054688,-30.018810272216797,-30.114595413208008,-28.4111270904541,-29.64393424987793,-31.386621475219727,-30.679773330688477,-29.545413970947266,-28.949909210205078,-29.013933181762695,-29.78651237487793,-28.552305221557617,-27.322330474853516,-27.256521224975586,-28.64375114440918,-28.884422302246094,-28.658479690551758,-29.623802185058594,-29.573453903198242,-30.287569046020508,-29.90692138671875,-30.75432014465332,-33.521575927734375,-32.174591064453125,-33.5322380065918,-33.85712814331055,-33.15974426269531,-33.607765197753906,-33.19878005981445,-32.91893005371094,-33.13740158081055,-31.948129653930664,-32.66078567504883,-32.074424743652344,-33.464134216308594,-32.792510986328125,-32.41060256958008,-30.187271118164062,-29.910964965820312,-31.43190574645996,-33.14417266845703,-34.50677490234375,-34.85810852050781,-35.089881896972656,-33.795963287353516,-31.990219116210938,-32.684165954589844,-34.08894348144531,-35.03294372558594,-35.448219299316406,-36.13425064086914,-36.05961990356445,-36.233943939208984,-36.45933532714844,-36.685569763183594,-35.86431121826172,-35.66444778442383,-35.917030334472656,-36.1672477722168,-34.660152435302734,-34.56890106201172,-35.427921295166016,-36.59701919555664,-36.1740837097168,-34.32484436035156,-33.642738342285156,-33.74953842163086,-34.48619842529297,-34.835575103759766,-35.27605056762695,-35.13261032104492,-35.37220001220703,-35.45207977294922,-36.77733612060547,-40.093360900878906,-46.05961227416992,-49.31806945800781,-49.31806945800781,-49.31806945800781,-49.31806945800781,-49.31806945800781,-49.31806945800781,-49.31806945800781,-49.31806945800781,-49.31806945800781,-49.31806945800781,-49.31806945800781,-49.31806945800781,True
bonafide_LA_D_8241585.flac,-53.12175369262695,-34.62759017944336,-18.36737632751465,-17.339191436767578,-19.379005432128906,-19.062992095947266,-14.540926933288574,-11.091106414794922,-12.73902416229248,-14.926274299621582,-17.694366455078125,-18.336523056030273,-18.890817642211914,-18.686418533325195,-16.851490020751953,-16.09988784790039,-15.67741584777832,-15.088680267333984,-16.414148330688477,-18.07676887512207,-19.800447463989258,-19.2484130859375,-17.60851287841797,-19.014060974121094,-20.477920532226562,-21.65639305114746,-22.924806594848633,-26.551576614379883,-27.670255661010742,-25.254831314086914,-23.457250595092773,-24.30556869506836,-24.353364944458008,-24.324237823486328,-24.193424224853516,-25.68492317199707,-27.548969268798828,-28.83868980407715,-29.691936492919922,-30.150314331054688,-32.12651062011719,-34.48642349243164,-33.906822204589844,-30.55531883239746,-29.252002716064453,-28.069570541381836,-26.69577980041504,-27.494888305664062,-27.021825790405273,-25.79707908630371,-25.585420608520508,-26.391355514526367,-27.837848663330078,-28.2591495513916,-26.918376922607422,-25.361848831176758,-25.541772842407227,-27.113689422607422,-25.50010108947754,-24.734373092651367,-24.82522201538086,-24.94325828552246,-25.177587509155273,-24.67044448852539,-24.48409080505371,-25.44264793395996,-25.722057342529297,-25.28728485107422,-26.998558044433594,-30.000507354736328,-32.50910568237305,-32.99088668823242,-35.274497985839844,-32.365386962890625,-30.7913818359375,-32.448360443115234,-30.284944534301758,-29.99623680114746,-30.48076629638672,-28.559541702270508,-30.600839614868164,-29.881183624267578,-31.181133270263672,-32.070255279541016,-31.484682083129883,-32.925392150878906,-32.94445037841797,-34.17470932006836,-34.41217041015625,-33.81629943847656,-33.54676818847656,-35.12556076049805,-35.857913970947266,-34.358489990234375,-34.24159622192383,-34.41837692260742,-35.681640625,-36.295997619628906,-35.538631439208984,-36.80936050415039,-37.57973098754883,-39.24174880981445,-41.034000396728516,-40.91237258911133,-38.66586685180664,-38.00155258178711,-38.03359603881836,-37.879337310791016,-37.914764404296875,-37.80131912231445,-38.07447814941406,-38.90508270263672,-39.71744918823242,-40.21758270263672,-42.75840377807617,-48.51112747192383,-53.40761947631836,-53.4578857421875,-53.4578857421875,-53.4578857421875,-53.4578857421875,-53.4578857421875,-53.4578857421875,-53.4578857421875,-53.4578857421875,-53.4578857421875,-53.4578857421875,-53.4578857421875,True
bonafide_LA_T_3502941.flac,-47.30244827270508,-31.375295639038086,-17.432514190673828,-11.803723335266113,-5.370682716369629,-8.70481014251709,-17.931690216064453,-23.91679573059082,-23.947160720825195,-20.07606315612793,-18.53409767150879,-20.161813735961914,-23.92138671875,-24.06060218811035,-20.741817474365234,-19.158464431762695,-20.620027542114258,-20.648937225341797,-19.51703453063965,-18.077533721923828,-17.794099807739258,-18.579442977905273,-21.14829444885254,-22.926513671875,-23.44723892211914,-24.701311111450195,-26.04610824584961,-27.496225357055664,-28.442684173583984,-28.60332679748535,-28.35726547241211,-27.91452980041504,-26.22281837463379,-25.533823013305664,-25.247615814208984,-26.04281234741211,-26.632524490356445,-25.83767318725586,-25.746593475341797,-24.886714935302734,-26.5479793548584,-27.920536041259766,-27.57271385192871,-26.087398529052734,-26.056015014648438,-27.1732120513916,-27.843074798583984,-27.404207229614258,-26.646026611328125,-27.17074966430664,-26.60268211364746,-25.680095672607422,-25.111873626708984,-24.88625717163086,-26.150360107421875,-26.87858772277832,-27.04330825805664,-27.622936248779297,-29.328006744384766,-29.21285057067871,-29.998504638671875,-31.29471778869629,-31.177337646484375,-30.35586929321289,-31.078670501708984,-31.186084747314453,-30.778995513916016,-31.39725112915039,-32.07378005981445,-31.7894287109375,-33.14033126831055,-32.05699920654297,-32.198184967041016,-31.506328582763672,-31.16175651550293,-31.67926025390625,-31.486982345581055,-31.530282974243164,-31.62759017944336,-31.65816879272461,-31.27876853942871,-32.05270004272461,-32.841712951660156,-33.24723434448242,-32.746803283691406,-33.398677825927734,-34.124332427978516,-34.66228103637695,-35.92311477661133,-36.992919921875,-37.95004653930664,-39.859493255615234,-41.40822982788086,-40.961265563964844,-40.23702621459961,-39.87961196899414,-40.21947479248047,-39.919429779052734,-39.94342803955078,-39.81931686401367,-38.54863739013672,-37.68677520751953,-37.77230453491211,-38.7535400390625,-39.06792068481445,-39.10729217529297,-38.90411376953125,-38.92472457885742,-38.402618408203125,-37.453765869140625,-37.23462677001953,-37.53836441040039,-38.409759521484375,-38.918277740478516,-40.25034713745117,-45.187744140625,-48.13712692260742,-48.13712692260742,-48.13712692260742,-48.13712692260742,-48.13712692260742,-48.13712692260742,-48.13712692260742,-48.13712692260742,-48.13712692260742,-48.13712692260742,-48.13712692260742,-48.13712692260742,True
bonafide_LA_T_5913109.flac,-48.47249221801758,-33.50187301635742,-18.145793914794922,-16.767560958862305,-17.593717575073242,-17.49456214904785,-12.3861083984375,-7.4906439781188965,-8.210205078125,-10.682075500488281,-13.752339363098145,-15.676125526428223,-17.016826629638672,-17.513038635253906,-15.716650009155273,-15.97323989868164,-17.08162498474121,-16.719051361083984,-15.851790428161621,-15.646087646484375,-16.027294158935547,-14.991857528686523,-13.754653930664062,-14.152732849121094,-15.373557090759277,-16.201688766479492,-17.222824096679688,-18.7581729888916,-21.090621948242188,-20.992658615112305,-21.574054718017578,-24.664337158203125,-26.789194107055664,-27.765506744384766,-25.818552017211914,-24.6411075592041,-23.997119903564453,-21.867219924926758,-21.41095542907715,-20.95611572265625,-21.164026260375977,-20.787858963012695,-21.68900489807129,-21.523637771606445,-20.109663009643555,-18.881595611572266,-18.331043243408203,-18.515796661376953,-20.42436408996582,-19.747299194335938,-18.649532318115234,-19.00159454345703,-21.689661026000977,-23.042089462280273,-23.29902458190918,-23.22922134399414,-24.073518753051758,-22.566247940063477,-22.84429931640625,-23.71834373474121,-23.085697174072266,-23.11172103881836,-24.8073787689209,-26.90010643005371,-28.278614044189453,-30.687780380249023,-31.150720596313477,-31.954023361206055,-33.87065887451172,-31.626541137695312,-30.9818115234375,-31.707691192626953,-32.15351104736328,-30.848840713500977,-29.268461227416992,-29.24579429626465,-28.48009490966797,-27.315031051635742,-26.447994232177734,-27.986923217773438,-28.45347785949707,-29.911029815673828,-30.720849990844727,-30.51732635498047,-31.48246192932129,-32.517364501953125,-32.66337966918945,-31.79283905029297,-30.993257522583008,-30.029415130615234,-28.774030685424805,-28.85614776611328,-29.502452850341797,-28.99416160583496,-29.173629760742188,-31.16400909423828,-33.586822509765625,-35.551483154296875,-37.080535888671875,-38.423004150390625,-40.16035842895508,-40.060611724853516,-39.05562210083008,-39.84762191772461,-41.311336517333984,-41.268165588378906,-40.61151885986328,-41.77886962890625,-41.41365432739258,-41.53365707397461,-41.39168930053711,-41.263336181640625,-41.904605865478516,-42.57524490356445,-43.712013244628906,-46.899444580078125,-48.63481140136719,-48.63481140136719,-48.63481140136719,-48.63481140136719,-48.63481140136719,-48.63481140136719,-48.63481140136719,-48.63481140136719,-48.63481140136719,-48.63481140136719,-48.63481140136719,-48.63481140136719,True
bonafide_LA_E_8317307.flac,-42.18285369873047,-24.65367889404297,-7.837001800537109,-5.736294269561768,-9.987029075622559,-13.726297378540039,-13.869924545288086,-14.088149070739746,-15.421829223632812,-16.236108779907227,-17.310373306274414,-18.39651107788086,-18.33489990234375,-17.9494686126709,-17.920686721801758,-19.137264251708984,-19.496665954589844,-19.19878387451172,-20.051271438598633,-21.314435958862305,-23.24590492248535,-24.029386520385742,-25.068801879882812,-26.529741287231445,-26.98451042175293,-26.993623733520508,-26.839204788208008,-27.626760482788086,-27.99388313293457,-27.104829788208008,-25.38653564453125,-28.2525577545166,-29.92510414123535,-31.34288787841797,-31.81283950805664,-32.65379333496094,-32.66189956665039,-32.524261474609375,-32.94442367553711,-33.55271530151367,-36.0573616027832,-34.332115173339844,-31.94012451171875,-30.919906616210938,-30.151527404785156,-31.070234298706055,-32.88200759887695,-32.77597427368164,-31.757122039794922,-30.80936622619629,-30.29969024658203,-30.657922744750977,-31.74320411682129,-31.965824127197266,-30.743032455444336,-29.095733642578125,-28.592235565185547,-29.063064575195312,-29.529075622558594,-30.2490234375,-29.65431022644043,-29.50151824951172,-30.355350494384766,-31.791610717773438,-32.233760833740234,-32.24164581298828,-32.37863540649414,-33.79125213623047,-34.71274948120117,-34.00120162963867,-34.715248107910156,-36.441349029541016,-36.80281448364258,-36.44498062133789,-37.14563751220703,-35.37688446044922,-35.372764587402344,-36.569644927978516,-36.643524169921875,-36.00534439086914,-36.13547134399414,-35.26054382324219,-34.37228012084961,-34.99618911743164,-34.35077667236328,-34.258296966552734,-35.57707977294922,-35.69010925292969,-37.710357666015625,-37.40596008300781,-38.27677917480469,-37.110862731933594,-37.9607048034668,-37.96128845214844,-38.09372329711914,-38.00482177734375,-38.75923538208008,-39.051849365234375,-39.86880874633789,-39.54719924926758,-38.98599624633789,-39.585086822509766,-40.54878616333008,-40.56178283691406,-40.256263732910156,-39.8390998840332,-40.10440444946289,-38.43243408203125,-38.08329391479492,-39.18998718261719,-39.830013275146484,-39.53108215332031,-39.75156021118164,-40.28230285644531,-41.119110107421875,-43.49585723876953,-44.773311614990234,-44.773311614990234,-44.773311614990234,-44.773311614990234,-44.773311614990234,-44.773311614990234,-44.773311614990234,-44.773311614990234,-44.773311614990234,-44.773311614990234,-44.773311614990234,-44.773311614990234,True
