Audio_name,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6,Label
bonafide_LA_D_1644764.flac,0.018262097454317897,0.04243644514380588,0.0026516970542160984,0.06340832203875803,0.003310511361930807,-0.008869029953747823,True
bonafide_LA_E_7803346.flac,0.00530118669019204,-0.018998321789686252,-0.019621155820176893,0.047764751949484194,0.014020729736334036,-0.0001591816744919187,True
bonafide_LA_T_8781605.flac,0.02316650957465598,-0.018343156713595925,-0.05653518636584406,0.05191373055601808,0.012550752296830385,-0.020109762910084348,True
bonafide_LA_E_7123823.flac,-0.00280679247898836,0.03354463549706875,-0.024288435884561276,0.04932386627566589,-0.011897772907780418,-0.03510681247262909,True
bonafide_LA_T_8814910.flac,-0.009328545098227859,-0.013973240504514319,-0.008262766565565934,0.052845036558244275,-0.0025447108206181667,-0.018710323028213682,True
bonafide_LA_D_8705922.flac,0.03027658369656488,0.02014512955965763,-0.022658839931199666,0.04205286343450646,0.011364105447316641,-0.019279568255316404,True
bonafide_LA_D_8681156.flac,-0.004738560943084589,-0.003173996473951957,0.053075366707648,0.017942071098169518,-0.0027977926583944088,-0.015792580030843998,True
bonafide_LA_E_8573294.flac,0.0014403566206352908,0.0459600596930021,-0.04487009042131401,0.0731664194993282,0.02105566793288076,0.0016169463424317132,True
bonafide_LA_T_8638376.flac,0.025176998306233354,0.0029711414116798587,-0.03699051970469374,0.04333281016901199,0.003832937468557356,-0.015308571609991075,True
bonafide_LA_D_8241585.flac,0.03304842141301032,-0.0013818689044835116,0.009714939645960204,0.013586208224295968,0.013770417652659255,-0.008546121126084038,True
bonafide_LA_E_8601887.flac,0.02073606974525786,0.013414823803013093,-0.013564401809012593,0.06856213885993663,0.02101353490826007,-0.034376479206789566,True
bonafide_LA_D_7790850.flac,0.013549249896603588,-0.0063339591708472765,-0.026223743120771924,0.05446455097030576,0.007975381587876019,-0.027458734969623793,True
bonafide_LA_D_8522983.flac,0.032647947691186126,0.011703109414999217,0.016306148523809804,0.06499511155624293,0.015437927418601262,-0.013773213450931706,True
bonafide_LA_D_7753521.flac,0.01825132007495482,0.0254763202145422,-0.0021686727839821903,0.02388214361683488,-0.0053110840504056595,-0.0036177473964748392,True
bonafide_LA_E_8132591.flac,0.04211108374442478,0.008519141778097008,-0.008055460040591343,0.10804738603909948,0.019459410506718646,-0.039971387517544046,True
bonafide_LA_D_1389698.flac,-0.022799822804531102,-0.0013468557973313714,-0.020892221777313286,0.06075366165291085,-0.009535548329731611,-0.009653438574972341,True
bonafide_LA_T_8893973.flac,0.01968812531471647,0.022570586093926405,0.020703795275224077,0.0206843701870001,0.0210346316689148,-0.017756203364115094,True
bonafide_LA_E_7603920.flac,0.031659796975188025,-0.035918283756450085,-0.002839376181364766,0.04443943337723545,0.025885984186248375,-0.012449179685674522,True
bonafide_LA_E_8140614.flac,0.020977318904987843,-0.01710957401439502,0.07843042003389931,-0.014625339879699299,-0.007767672627294537,-0.03834682832904421,True
