Audio_name,RMS_1,Label
bonafide_LA_D_7718079.flac,0.09231024980545044,True
bonafide_LA_T_5630619.flac,0.0867401510477066,True
bonafide_LA_E_7483475.flac,0.04202503338456154,True
bonafide_LA_E_8696873.flac,0.05421959236264229,True
bonafide_LA_D_8073490.flac,0.06585247814655304,True
bonafide_LA_T_8636985.flac,0.10464170575141907,True
bonafide_LA_T_8847275.flac,0.07379668951034546,True
bonafide_LA_D_1523483.flac,0.06571850180625916,True
bonafide_LA_T_6067965.flac,0.06517549604177475,True
bonafide_LA_T_5570263.flac,0.07001127302646637,True
bonafide_LA_D_8572375.flac,0.08285349607467651,True
bonafide_LA_D_8681156.flac,0.0835224986076355,True
bonafide_LA_E_7642116.flac,0.05235350877046585,True
bonafide_LA_D_1614129.flac,0.04599744826555252,True
bonafide_LA_E_8118874.flac,0.07671967148780823,True
bonafide_LA_T_3659915.flac,0.078352190554142,True
bonafide_LA_E_7544214.flac,0.0595867857336998,True
bonafide_LA_D_8197154.flac,0.07123575359582901,True
bonafide_LA_E_8085077.flac,0.06466330587863922,True
bonafide_LA_T_8864733.flac,0.08715078234672546,True
bonafide_LA_T_3647140.flac,0.08223401010036469,True
bonafide_LA_E_8206599.flac,0.10853900015354156,True
bonafide_LA_D_8817568.flac,0.07414589822292328,True
bonafide_LA_D_1686743.flac,0.10346250236034393,True
bonafide_LA_T_3499323.flac,0.06837974488735199,True
bonafide_LA_D_1340209.flac,0.06812083721160889,True
bonafide_LA_E_7861904.flac,0.05187497287988663,True
bonafide_LA_E_8545900.flac,0.044960297644138336,True
bonafide_LA_E_7855756.flac,0.05066227912902832,True
bonafide_LA_T_8576608.flac,0.06434597820043564,True
bonafide_LA_E_7424196.flac,0.04228797182440758,True
bonafide_LA_D_7812459.flac,0.05494034290313721,True
bonafide_LA_E_7605406.flac,0.05694405362010002,True
bonafide_LA_T_5865772.flac,0.09496121853590012,True
bonafide_LA_T_5761909.flac,0.051734596490859985,True
bonafide_LA_T_5890305.flac,0.07399587333202362,True
bonafide_LA_E_7150436.flac,0.04772726818919182,True
bonafide_LA_D_8163895.flac,0.08376269042491913,True
bonafide_LA_E_9048004.flac,0.05657656118273735,True
bonafide_LA_T_6058143.flac,0.049779679626226425,True
bonafide_LA_E_9060552.flac,0.0666385143995285,True
bonafide_LA_T_8806097.flac,0.08621660619974136,True
bonafide_LA_D_8814402.flac,0.10828221589326859,True
bonafide_LA_E_8104208.flac,0.09648346155881882,True
bonafide_LA_E_7830324.flac,0.04197842255234718,True
bonafide_LA_D_7439393.flac,0.07050120085477829,True
bonafide_LA_T_3642186.flac,0.105345718562603,True
bonafide_LA_E_8106858.flac,0.03358256071805954,True
